Date,Team1,Team2,Link
Wed, May 1, 2024 
							Yesterday,Bon Bon Bum Contra GC,Kunai Esports FEM,https://www.vlr.gg/335407/bon-bon-bum-contra-gc-vs-kunai-esports-fem-game-changers-2024-latam-north-swift-cup-2-gf
Wed, May 1, 2024 
							Yesterday,Zen Esports GC,ROYAL ONSLAUGHT GAMING,https://www.vlr.gg/335774/zen-esports-gc-vs-royal-onslaught-gaming-game-changers-2024-latam-south-swift-cup-2-gf
Wed, May 1, 2024 
							Yesterday,2Game Esports,Hero Base,https://www.vlr.gg/329332/2game-esports-vs-hero-base-gamers-club-challengers-league-2024-brazil-split-1-playoffs-lbf
Wed, May 1, 2024 
							Yesterday,Karmine Corp,Team Heretics,https://www.vlr.gg/318937/karmine-corp-vs-team-heretics-champions-tour-2024-emea-stage-1-w5
Wed, May 1, 2024 
							Yesterday,BBL Esports,GIANTX,https://www.vlr.gg/318936/bbl-esports-vs-giantx-champions-tour-2024-emea-stage-1-w5
Wed, May 1, 2024 
							Yesterday,MLT Esports,Revenant Esports,https://www.vlr.gg/324727/mlt-esports-vs-revenant-esports-omen-challengers-league-2024-south-asia-split-1-w5
Wed, May 1, 2024 
							Yesterday,DRX Changers,FENNEL GC,https://www.vlr.gg/334300/drx-changers-vs-fennel-gc-game-changers-2024-japan-split-1-lf
Wed, May 1, 2024 
							Yesterday,Carnival Gaming,True Rippers,https://www.vlr.gg/324726/carnival-gaming-vs-true-rippers-omen-challengers-league-2024-south-asia-split-1-w5
Wed, May 1, 2024 
							Yesterday,Arena Internet Cafe,JFT,https://www.vlr.gg/325997/arena-internet-cafe-vs-jft-challengers-league-oceania-stage-1-lf
Wed, May 1, 2024 
							Yesterday,FENNEL GC,Meteor,https://www.vlr.gg/334299/fennel-gc-vs-meteor-game-changers-2024-japan-split-1-lr1
Tue, April 30, 2024,ZETA DIVISION GC,DRX Changers,https://www.vlr.gg/334298/zeta-division-gc-vs-drx-changers-game-changers-2024-japan-split-1-ubf
Tue, April 30, 2024,Akave Esports GC,FUSION X,https://www.vlr.gg/324812/akave-esports-gc-vs-fusion-x-game-changers-2024-latam-north-opening-w3
Tue, April 30, 2024,2Game Esports,RED Canids,https://www.vlr.gg/329327/2game-esports-vs-red-canids-gamers-club-challengers-league-2024-brazil-split-1-playoffs-ubf
Tue, April 30, 2024,9z Team GC,KRÜ BLAZE,https://www.vlr.gg/326889/9z-team-gc-vs-kr-blaze-game-changers-2024-latam-south-opening-w3
Tue, April 30, 2024,Legacy,Hero Base,https://www.vlr.gg/329331/legacy-vs-hero-base-gamers-club-challengers-league-2024-brazil-split-1-playoffs-lr2
Tue, April 30, 2024,Orangutan,Grayfox Esports,https://www.vlr.gg/324715/orangutan-vs-grayfox-esports-omen-challengers-league-2024-south-asia-split-1-w3
Tue, April 30, 2024,JFT,BOBO,https://www.vlr.gg/325996/jft-vs-bobo-challengers-league-oceania-stage-1-lr3
Tue, April 30, 2024,MLT Esports,Reckoning Esports,https://www.vlr.gg/324714/mlt-esports-vs-reckoning-esports-omen-challengers-league-2024-south-asia-split-1-w3
Tue, April 30, 2024,Meteor,DRX Changers,https://www.vlr.gg/334297/meteor-vs-drx-changers-game-changers-2024-japan-split-1-ubsf
Tue, April 30, 2024,Arena Internet Cafe,JiJieHao,https://www.vlr.gg/325990/arena-internet-cafe-vs-jijiehao-challengers-league-oceania-stage-1-uf
Tue, April 30, 2024,FENNEL GC,ZETA DIVISION GC,https://www.vlr.gg/334296/fennel-gc-vs-zeta-division-gc-game-changers-2024-japan-split-1-ubsf
Mon, April 29, 2024,KRÜ Esports,100 Thieves,https://www.vlr.gg/314648/kr-esports-vs-100-thieves-champions-tour-2024-americas-stage-1-w4
Mon, April 29, 2024,Gen.G,Rex Regum Qeon,https://www.vlr.gg/314330/gen-g-vs-rex-regum-qeon-champions-tour-2024-pacific-stage-1-w4
Mon, April 29, 2024,BLEED,DRX,https://www.vlr.gg/314329/bleed-vs-drx-champions-tour-2024-pacific-stage-1-w4
Sun, April 28, 2024,NRG Esports,Evil Geniuses,https://www.vlr.gg/314647/nrg-esports-vs-evil-geniuses-champions-tour-2024-americas-stage-1-w4
Sun, April 28, 2024,Cloud9,FURIA,https://www.vlr.gg/314646/cloud9-vs-furia-champions-tour-2024-americas-stage-1-w4
Sun, April 28, 2024,Bilibili Gaming,JD Gaming,https://www.vlr.gg/319788/bilibili-gaming-vs-jd-gaming-champions-tour-2024-china-stage-1-w4
Sun, April 28, 2024,Team Secret,Talon Esports,https://www.vlr.gg/314328/team-secret-vs-talon-esports-champions-tour-2024-pacific-stage-1-w4
Sun, April 28, 2024,All Gamers,Nova Esports,https://www.vlr.gg/319787/all-gamers-vs-nova-esports-champions-tour-2024-china-stage-1-w4
Sun, April 28, 2024,T1,ZETA DIVISION,https://www.vlr.gg/314327/t1-vs-zeta-division-champions-tour-2024-pacific-stage-1-w4
Sat, April 27, 2024,Shopify Rebellion,FlyQuest RED,https://www.vlr.gg/336090/shopify-rebellion-vs-flyquest-red-game-changers-2024-north-america-series-2-gf
Sat, April 27, 2024,Sentinels,LOUD,https://www.vlr.gg/314645/sentinels-vs-loud-champions-tour-2024-americas-stage-1-w4
Sat, April 27, 2024,G2 Esports,MIBR,https://www.vlr.gg/314644/g2-esports-vs-mibr-champions-tour-2024-americas-stage-1-w4
Sat, April 27, 2024,Shopify Rebellion,Paw Pals,https://www.vlr.gg/336088/shopify-rebellion-vs-misu-s-qts-game-changers-2024-north-america-series-2-sf
Sat, April 27, 2024,FunPlus Phoenix,EDward Gaming,https://www.vlr.gg/319786/funplus-phoenix-vs-edward-gaming-champions-tour-2024-china-stage-1-w4
Sat, April 27, 2024,Global Esports,DetonatioN FocusMe,https://www.vlr.gg/314326/global-esports-vs-detonation-focusme-champions-tour-2024-pacific-stage-1-w4
Sat, April 27, 2024,TYLOO,Wolves Esports,https://www.vlr.gg/319785/tyloo-vs-wolves-esports-champions-tour-2024-china-stage-1-w4
Sat, April 27, 2024,BLEED,Paper Rex,https://www.vlr.gg/314325/bleed-vs-paper-rex-champions-tour-2024-pacific-stage-1-w4
Fri, April 26, 2024,Barcelona eSports GC,MYVRA,https://www.vlr.gg/324811/barcelona-esports-gc-vs-myvra-game-changers-2024-latam-north-opening-w3
Fri, April 26, 2024,Paw Pals,Solstice,https://www.vlr.gg/336085/misu-s-qts-vs-solstice-game-changers-2024-north-america-series-2-qf
Fri, April 26, 2024,Team Brave Soldiers GC,revoada,https://www.vlr.gg/326560/team-brave-soldiers-gc-vs-revoada-game-changers-2024-brazil-series-1-main-event-lr2
Fri, April 26, 2024,Cruzados Esports Fem,FiRePOWER,https://www.vlr.gg/326888/cruzados-esports-fem-vs-firepower-game-changers-2024-latam-south-opening-w3
Fri, April 26, 2024,Kinetic,Reformed GC,https://www.vlr.gg/336081/kinetic-vs-reformed-gc-game-changers-2024-north-america-series-2-ro16
Fri, April 26, 2024,LOUD GC,Team Leveling,https://www.vlr.gg/326559/loud-gc-vs-team-leveling-game-changers-2024-brazil-series-1-main-event-lr2
Fri, April 26, 2024,Karmine Corp,KOI,https://www.vlr.gg/318935/karmine-corp-vs-koi-champions-tour-2024-emea-stage-1-w4
Fri, April 26, 2024,Team Vitality,GIANTX,https://www.vlr.gg/318934/team-vitality-vs-giantx-champions-tour-2024-emea-stage-1-w4
Fri, April 26, 2024,Carnival Gaming,Grayfox Esports,https://www.vlr.gg/324725/carnival-gaming-vs-grayfox-esports-omen-challengers-league-2024-south-asia-split-1-w4
Fri, April 26, 2024,Trace Esports,Dragon Ranger Gaming,https://www.vlr.gg/319784/trace-esports-vs-dragon-ranger-gaming-champions-tour-2024-china-stage-1-w4
Fri, April 26, 2024,MLT Esports,True Rippers,https://www.vlr.gg/324724/mlt-esports-vs-true-rippers-omen-challengers-league-2024-south-asia-split-1-w4
Fri, April 26, 2024,Titan Esports Club,Bilibili Gaming,https://www.vlr.gg/319783/titan-esports-club-vs-bilibili-gaming-champions-tour-2024-china-stage-1-w4
